uniform	notUniform	lowCap	lowCap2

0.00035199999999999815	0.000338999999999999	0.0002539999999999973	0.00024300000000000016
0.0006609999999999949	0.0007660000000000028	0.0005980000000000013	0.0004750000000000032
0.0009760000000000046	0.0009759999999999908	0.0008309999999999984	0.0007470000000000115
0.0013290000000000107	0.0013149999999999967	0.0011089999999999989	0.0010479999999999934
0.0020809999999999995	0.0018910000000000038	0.0013360000000000039	0.0012890000000000124
0.0021639999999999993	0.0022890000000000132	0.001587000000000005	0.0015380000000000116
0.0022909999999999875	0.0024139999999999717	0.0018610000000000015	0.0018920000000000048
0.0029879999999999907	0.002948000000000006	0.002163000000000026	0.0020939999999999848
0.0029699999999999727	0.0032139999999999946	0.002367000000000008	0.0022760000000000002
0.003312999999999955	0.003611000000000031	0.002661999999999942	0.0025100000000000122
0.003858000000000028	0.00365099999999996	0.0032640000000000446	0.002813999999999983
0.00448599999999999	0.003958999999999935	0.003282999999999925	0.003183000000000047
0.004388999999999976	0.004471000000000003	0.0037330000000000974	0.0033050000000000024
0.0050560000000000604	0.0046599999999999975	0.0040719999999999645	0.003514000000000017
0.005210000000000048	0.005211999999999994	0.004161999999999999	0.0038650000000000073
0.005464000000000135	0.006135999999999919	0.005338000000000065	0.0044359999999998845
0.006177000000000099	0.005808999999999953	0.004967999999999861	0.004288999999999987
0.006288999999999989	0.006213000000000024	0.005093000000000014	0.005004999999999926
0.006590000000000096	0.006332000000000004	0.005423999999999873	0.004806000000000088
0.007196999999999898	0.007113000000000147	0.005481999999999987	0.005481000000000069
0.007576999999999945	0.008589999999999876	0.006010999999999989	0.005383999999999833
0.008426000000000045	0.009081000000000117	0.006199000000000066	0.006825000000000081
0.008448999999999707	0.008067999999999742	0.006513999999999687	0.006040000000000045
0.00850300000000015	0.008806000000000314	0.007044999999999746	0.006407000000000274
0.008799000000000223	0.00889300000000004	0.0073270000000000834	0.006902000000000186
0.010022000000000197	0.008868999999999794	0.012121000000000048	0.007864000000000093
0.009351999999999805	0.009670999999999985	0.007652000000000214	0.008396999999999988
0.00975000000000037	0.00982399999999961	0.007658000000000165	0.007624999999999993
0.011074999999999946	0.010093999999999603	0.00842300000000007	0.00835499999999989
0.01121799999999995	0.010863000000000511	0.008930999999999578	0.008119999999999905
0.011345000000000383	0.010601999999999556	0.00900300000000076	0.008397000000000432
0.01161600000000007	0.011173999999999573	0.00910299999999964	0.008257000000000403
0.011363000000000234	0.011724000000000068	0.00992200000000043	0.009238999999999997
0.012938000000000116	0.012424000000000213	0.009763999999999662	0.008926000000000656
0.012011000000000216	0.01282899999999998	0.010151999999999717	0.009210000000000385
0.012795999999999808	0.012470999999999677	0.010000999999999927	0.009902999999999551
0.012948999999999877	0.013249000000000066	0.01126799999999939	0.010956000000000188
0.013513000000000552	0.013513000000000552	0.01100000000000012	0.010240999999999723
0.014637999999999707	0.016920000000000712	0.010936999999999308	0.010340000000000238
0.014196000000000097	0.01592099999999963	0.011732000000000298	0.01283499999999993
0.015589000000000297	0.01639899999999983	0.012649999999999828	0.011528000000000205
0.015227999999999575	0.015124000000000137	0.012775000000001313	0.011994999999998868
0.015527000000000513	0.016363000000000127	0.011995999999999896	0.01177200000000056
0.015729000000000326	0.01593599999999995	0.01393700000000031	0.014013999999999527
0.017538999999999305	0.01775299999999902	0.013740999999999559	0.012424999999998576
0.01792299999999969	0.018463999999999814	0.013043999999998945	0.013207000000001301
0.01689900000000044	0.016992000000000118	0.013660999999999035	0.012666000000001176
0.018055000000000376	0.01794899999999977	0.013764999999999361	0.012805000000000177
0.017534999999998746	0.018319999999999226	0.013963000000000392	0.0136099999999999
0.017846000000000473	0.01885099999999973	0.014668999999999599	0.014940000000001064
0.018202999999999747	0.019422999999999746	0.015430000000000277	0.016011999999999915
0.021046999999999372	0.018344000000000804	0.017538999999999305	0.01439500000000038
0.01939500000000116	0.01907500000000084	0.01528399999999941	0.014835999999998961
0.01883299999999899	0.020974000000000714	0.016761999999999944	0.016145999999999106
0.02120700000000042	0.021086000000000382	0.016951999999999856	0.015238000000000085
0.02084999999999937	0.021079000000000292	0.016175999999999746	0.01528699999999894
0.021319000000000088	0.02059500000000014	0.01666299999999943	0.015829000000000093
0.021456999999999837	0.02180399999999949	0.01717700000000022	0.015866000000000824
0.021755000000000635	0.02175999999999867	0.01794899999999977	0.01641900000000085
0.021240999999999843	0.021981999999997726	0.016955999999996862	0.01606599999999858
0.023011000000000337	0.022522999999999627	0.018889999999998963	0.0164769999999983
0.021936999999997653	0.021948000000001855	0.017974999999999852	0.016749999999998266
0.024805000000000632	0.024172999999997558	0.018181999999999476	0.017215000000000202
0.023455999999999477	0.02324000000000126	0.01838599999999957	0.01778799999999947
0.023116999999999166	0.024173999999998586	0.01838199999999901	0.017457999999997753
0.023910000000000764	0.024408000000001095	0.019755999999997442	0.017886000000000735
0.024964000000000652	0.023775000000000546	0.019216000000000122	0.018979000000001633
0.02372100000000188	0.026156999999997765	0.02030900000000102	0.020276000000002625
0.02562599999999904	0.025012000000000256	0.019576000000000704	0.019562000000000523
0.02646800000000127	0.026362999999999914	0.020464999999997957	0.01974100000000334
0.026994999999999436	0.02686000000000277	0.021604999999997432	0.019400000000000972
0.026116000000001804	0.02670400000000228	0.020649999999999835	0.01937200000000061
0.027359000000000577	0.02756000000000114	0.021063000000001608	0.019314000000001386
0.02601399999999998	0.026486999999999483	0.021587000000000245	0.02197800000000072
0.029635999999999996	0.02671799999999891	0.022498999999999825	0.020736999999996897
0.02748899999999921	0.027393	0.02212600000000009	0.021663999999997685
0.0289350000000006	0.02951799999999949	0.022030000000000882	0.02089199999999991
0.02789900000000145	0.028400000000001313	0.024089999999997502	0.02159899999999837
0.030101999999999407	0.030974999999997976	0.023999999999997357	0.020858000000000487
0.030792999999999182	0.03038500000000255	0.02433200000000113	0.022106999999998322
0.03237500000000182	0.032419000000000864	0.023773999999999518	0.022887000000000768
0.03266299999999944	0.03040200000000226	0.023524000000001877	0.022904999999997955
0.03093600000000052	0.030203999999997677	0.02356100000000083	0.02207999999999899
0.031047000000000935	0.03198300000000032	0.024664999999998827	0.0225459999999984
0.03130800000000278	0.031034999999995705	0.024743999999998323	0.022840999999999667
0.031907000000003904	0.03253300000000081	0.02706500000000034	0.023490000000002453
0.03278900000000107	0.03252099999999558	0.025310000000004607	0.023388999999994553
0.03217599999999976	0.03130199999999661	0.025590000000001112	0.023829999999996687
0.03626100000000321	0.0339570000000009	0.026226000000001193	0.02397799999999961
0.03270599999999746	0.033341000000000065	0.02541000000000082	0.02530500000000302
0.0349210000000042	0.03318499999999602	0.026258999999996036	0.02486199999999883
0.03593299999999999	0.03399999999999892	0.02762400000000298	0.024912999999997965
0.03588099999999628	0.039383000000000834	0.028163999999996747	0.026763000000002535
0.03886800000000079	0.03708499999999759	0.028050999999997828	0.025475000000000136
0.03924400000000361	0.034593000000000984	0.026884000000002573	0.025984999999998593
0.03407200000000188	0.03560600000000136	0.02746900000000352	0.027228000000000918
0.03745400000000387	0.03564099999999826	0.02843499999999466	0.027513000000006116
0.03678399999999726	0.036700999999993655	0.029806000000000665	0.028579000000000576
0.03693499999999972	0.03678399999999726	0.029255999999996618	0.027732999999997787
0.03572900000000345	0.037990000000000634	0.029505999999997812	0.029401999999997486
0.03637700000000166	0.03769300000000442	0.031030000000001223	0.027889999999999304
0.042590000000004125	0.03905300000000267	0.03199400000000452	0.027872999999999593
0.0392659999999978	0.03932900000000217	0.03215500000000304	0.027611000000000274
0.03961200000000531	0.03934000000000282	0.031387000000002274	0.02919299999999936
0.0384780000000049	0.0387229999999974	0.029603999999999075	0.028880000000000905
0.0417759999999987	0.04051199999999966	0.03079200000000526	0.029160000000004516
0.03950500000000545	0.03852399999999534	0.03505599999999731	0.031631000000004406
0.04606000000000421	0.041490000000003135	0.03257099999999724	0.028715999999995745
0.04225299999999521	0.041966999999999643	0.031115999999997257	0.029382999999995718
0.03970899999999489	0.04092699999999638	0.03230700000000297	0.029057000000001665
0.040158999999995615	0.04090699999999714	0.03183599999999842	0.029534999999995648
0.04206399999999633	0.042352000000001055	0.032223999999999364	0.029964999999997133
0.041485999999999024	0.040398000000003265	0.032374000000004344	0.03093099999999538
0.04388399999999848	0.043975000000003206	0.03655399999999531	0.032960000000002765
0.04284799999999933	0.045160000000002753	0.03343599999999469	0.03207100000000196
0.04186899999999838	0.042502999999996405	0.03482699999999994	0.03058099999999797
0.04184800000000166	0.04511200000000315	0.03670500000000487	0.03162600000000282
0.04533499999999435	0.04294199999999648	0.034179000000001736	0.03250000000000597
0.043008999999997855	0.04346400000000017	0.036067000000002736	0.03439600000000098
0.046924000000004185	0.044178999999999746	0.03550599999999804	0.03435899999999492
0.0441589999999934	0.046913000000003535	0.0355430000000041	0.03220400000000723
0.04699600000000714	0.04938700000001006	0.03840300000000241	0.03307999999999822
0.045352000000008275	0.0479569999999967	0.036664000000001806	0.0335669999999908
0.04581799999999703	0.04541299999999637	0.036128000000005045	0.03324100000000385
0.04685500000000786	0.048051000000000954	0.03665900000000022	0.03477999999999781
0.04590799999999717	0.05129300000000114	0.03701100000000679	0.03580599999999379
0.04561300000000301	0.04586700000000121	0.037801999999999225	0.03431399999999485
0.047864000000004125	0.04779299999999864	0.03752500000000225	0.035760999999993714
0.047632000000007224	0.05643499999999335	0.037360999999989986	0.03545099999999479
0.048827999999986105	0.04770600000000513	0.036664000000001806	0.03515600000000063
0.04899199999999837	0.04798699999999201	0.03821399999999642	0.03472799999998699
0.055557000000007406	0.051145000000005325	0.04073599999999544	0.035669999999996094
0.05074899999999616	0.04945000000000732	0.03798100000000204	0.03955299999999795
0.05005299999999124	0.04927200000000198	0.03866700000000378	0.0352929999999958
0.04945500000000891	0.05121300000000417	0.03907300000000191	0.03716299999999251
0.04909400000001085	0.05119100000000287	0.039514999999994416	0.03713500000000636
0.05166100000000995	0.05414700000000039	0.04226300000000549	0.03758200000000045
0.05035099999999204	0.0514220000000023	0.04095000000000937	0.03712999999999056
0.05380199999999036	0.05004699999999218	0.039373999999995135	0.03750300000000095
0.05030399999999702	0.05094199999999205	0.04059600000000785	0.03897100000000364
0.05366700000000435	0.05732100000000173	0.04326399999999353	0.03750699999999085
0.05293500000000506	0.053758999999999446	0.04209400000000585	0.03774699999999598
0.05316999999999439	0.053765999999995984	0.04138399999999365	0.0380880000000019
0.053920000000005075	0.05729799999998875	0.04340799999999945	0.040171000000000845
0.05531499999999312	0.05598100000000272	0.04309499999999389	0.04038899999999046
0.05486299999999744	0.061464999999998327	0.04252800000000434	0.04003500000000315
0.056376000000000204	0.063966999999991	0.04384600000000205	0.03998500000000149
0.06036799999999687	0.056167000000002076	0.04818799999999612	0.039586999999997374
0.055935000000005175	0.057238000000012335	0.04381999999999664	0.04068399999999883
0.05621200000000215	0.05509000000000697	0.04571200000000886	0.042074999999996976
0.057599999999993656	0.056051999999993996	0.04347900000000493	0.039940999999998894
0.05660299999999552	0.057036000000010745	0.04322500000000673	0.04023899999999969
0.05658300000000338	0.0584350000000029	0.04621699999999862	0.04171300000000144
0.05718600000000151	0.05669400000000735	0.04447799999999802	0.04255799999999965
0.05890899999999988	0.057088000000007355	0.04744999999999777	0.04220399999999813
0.06107599999999991	0.06007400000000018	0.04736199999999258	0.04248499999999922
0.05953399999999931	0.058548999999999296	0.04490299999999081	0.042731000000003405
0.05900799999999151	0.058075999999999794	0.04589099999999746	0.04274300000000153
0.05980999999999881	0.058760000000006585	0.046418000000002735	0.04425400000000934
0.059152999999994904	0.05948099999999101	0.04665400000000375	0.04405300000000523
0.06037699999998836	0.05898200000000031	0.04665500000000122	0.042803000000006364
0.059583000000003494	0.06174599999999941	0.046776000000008366	0.043037000000012426
0.06083599999999478	0.06000699999999881	0.046706999999997834	0.043250000000000455
0.06097599999999659	0.06214200000000858	0.0484170000000006	0.04354500000000883
0.06204200000000526	0.06108799999999803	0.04742600000000152	0.045142999999995936
0.06629399999999919	0.06344099999999742	0.05184799999999257	0.04424600000000112
0.06317099999999698	0.06413299999999822	0.04961299999999369	0.04576499999998873
0.06261199999998723	0.06711200000000872	0.050983999999999696	0.04424099999999953
0.06466000000000349	0.06611599999999385	0.05102500000000987	0.04620599999998376
0.06272200000000794	0.06331900000000701	0.04858600000000024	0.04602399999998852
0.06314100000000167	0.06432399999999916	0.05056899999999587	0.04483600000000365
0.06374099999999316	0.06409400000001142	0.04999900000001389	0.046229000000010956
0.06498200000001475	0.0654480000000035	0.05108300000000554	0.04577900000001023
0.06556299999999737	0.07010599999998135	0.05086800000000835	0.046570000000002665
0.06454700000000457	0.0674969999999746	0.05086399999999003	0.047663999999997486
0.06529099999997356	0.06486899999998741	0.05379300000001308	0.04673199999999156
0.07246699999998896	0.06675199999997972	0.051920999999993	0.04862800000000789
0.06931500000001733	0.06721800000002531	0.05427000000000248	0.04963700000001836
0.06605200000001332	0.06686600000000453	0.05323699999999576	0.047544999999985293
0.0674850000000049	0.07059599999999477	0.054537000000010494	0.04967400000001021
0.07091599999998266	0.06872500000000059	0.05574100000001181	0.05170800000001918
0.06918000000001712	0.07044799999999896	0.054289000000011356	0.04912100000001374
0.0676469999999938	0.07185999999998671	0.05240500000002157	0.05053300000000149
0.06921600000001149	0.07179299999998534	0.05522799999999961	0.0504799999999932
0.07018399999998337	0.06944799999999418	0.05534200000002443	0.05092400000000907
0.07528899999999794	0.0706480000000056	0.0540099999999768	0.05176900000000728
0.06952400000000125	0.06892099999998891	0.05701500000000692	0.05131200000002423
0.07222500000000309	0.07173500000001809	0.055126999999998816	0.04954800000001569
0.07166699999999082	0.07942900000000463	0.055591999999990094	0.050891000000007125
0.07334499999998911	0.07277799999999957	0.05662499999999682	0.05081400000000258
0.07105900000001952	0.09603699999999549	0.05983200000000011	0.07993099999998776
0.07230999999998744	0.07488000000000739	0.05817700000000059	0.05446399999999585
0.0751860000000022	0.07286700000000224	0.07948400000000788	0.05467899999999304
0.0792199999999923	0.09627900000000977	0.05797300000000405	0.056139000000001715
0.07628000000002544	0.07404999999999973	0.059384999999991805	0.054730000000006385
0.07456200000001445	0.07591999999999643	0.05971999999999866	0.05324600000000146
0.07380599999999049	0.07545900000002348	0.06372199999998429	0.05610799999999472
0.08050099999999816	0.0751989999999978	0.05686100000002625	0.053632999999990716
0.07615800000002082	0.07488600000002066	0.05921000000000731	0.05567700000000286
0.07514100000000212	0.07655699999997978	0.057557000000002745	0.05319199999999569
0.07921799999999735	0.07619200000002024	0.05872999999999706	0.052984000000009246
0.07732699999999681	0.07928300000000377	0.06048800000002075	0.05374100000000226
0.0786730000000091	0.07513499999998885	0.05829200000002288	0.053872000000012576
0.07576900000000819	0.0770390000000134	0.060265000000015334	0.0548780000000022
